# Метеостанция Шереметьево / им. А. С. Пушкина (аэропорт), Россия, METAR=UUEE, выборка с 01.01.2024 по 31.12.2024, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUEE&lang=ru
#
"Местное время в Шереметьево / им. А. С. Пушкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"04.11.2024 10:01";"-1.0";"734.2";"751.6";"93";"Ветер, дующий с севера";"6";"";"Снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 900 м";"3.8";"-2.0";
"04.11.2024 10:00";"-1.0";"734.2";"751.6";"93";"Ветер, дующий с севера";"6";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 900 м";"3.4";"-2.0";
"04.11.2024 09:49";"-1.0";"734.2";"751.6";"93";"Ветер, дующий с севера";"6";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 180 м, сплошная (100%) 690 м";"2.9";"-2.0";
"04.11.2024 09:32";"-1.0";"733.4";"750.8";"93";"Ветер, дующий с северо-северо-востока";"5";"";"Снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 690 м";"1.9";"-2.0";
"04.11.2024 09:31";"-1.0";"733.4";"750.8";"93";"Ветер, дующий с северо-северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 690 м";"2.7";"-2.0";
"04.11.2024 09:30";"-1.0";"733.4";"750.8";"93";"Ветер, дующий с северо-северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 690 м";"3.0";"-2.0";
"04.11.2024 09:04";"-1.0";"733.4";"750.8";"93";"Ветер, дующий с северо-северо-востока";"6";"";"Снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 900 м";"2.0";"-2.0";
"04.11.2024 09:03";"-1.0";"733.4";"750.8";"93";"Ветер, дующий с северо-северо-востока";"6";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 900 м";"2.1";"-2.0";
"04.11.2024 09:01";"-1.0";"733.4";"750.8";"93";"Ветер, дующий с северо-северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 900 м";"3.3";"-2.0";
"04.11.2024 09:00";"-1.0";"733.4";"750.8";"93";"Ветер, дующий с северо-северо-востока";"5";"";"Слабый(ая)(ые) снег";"Снег";"Разорванная (60-90%) 210 м, сплошная (100%) 900 м";"7.0";"-2.0";
"04.11.2024 08:55";"-1.0";"732.7";"750.1";"93";"Ветер, дующий с северо-северо-востока";"5";"";"Снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 900 м";"6.0";"-2.0";
"04.11.2024 08:30";"-1.0";"732.7";"750.1";"93";"Ветер, дующий с северо-северо-востока";"6";"";"Слабый(ая)(ые) снег";"Снег";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"8.0";"-2.0";
"04.11.2024 08:00";"-1.0";"731.9";"749.3";"93";"Ветер, дующий с северо-северо-востока";"6";"";"Слабый(ая)(ые) снег";"Снег";"Разорванная (60-90%) 210 м, сплошная (100%) 480 м";"6.0";"-2.0";
"04.11.2024 07:53";"-1.0";"731.9";"749.3";"93";"Ветер, дующий с северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 180 м, сплошная (100%) 480 м";"6.0";"-2.0";
"04.11.2024 07:30";"-1.0";"731.9";"749.3";"93";"Ветер, дующий с северо-востока";"6";"";"Слабый(ая)(ые) снег";"Снег";"Сплошная (100%) 180 м";"4.3";"-2.0";
"04.11.2024 07:22";"-1.0";"731.1";"748.5";"93";"Ветер, дующий с северо-востока";"6";"";"Снег";"";"Сплошная (100%) 180 м";"4.6";"-2.0";
"04.11.2024 07:14";"-1.0";"731.1";"748.5";"93";"Ветер, дующий с востоко-северо-востока";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 210 м";"3.9";"-2.0";
"04.11.2024 07:00";"-1.0";"731.1";"748.5";"93";"Ветер, дующий с северо-востока";"6";"";"Слабый(ая)(ые) снег";"Снег";"Сплошная (100%) 180 м";"2.5";"-2.0";
"04.11.2024 06:30";"-1.0";"730.5";"747.8";"93";"Ветер, дующий с востоко-северо-востока";"6";"";"Слабый(ая)(ые) снег";"Снег";"Сплошная (100%) 150 м";"2.6";"-2.0";
"04.11.2024 06:00";"-1.0";"730.5";"747.8";"93";"Ветер, дующий с востока";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 180 м";"2.2";"-2.0";
"04.11.2024 05:30";"-1.0";"730.5";"747.8";"100";"Ветер, дующий с востока";"5";"";"Слабый(ая)(ые) снег";"Снег";"Сплошная (100%) 150 м";"2.7";"-1.0";
"04.11.2024 05:00";"-1.0";"730.5";"747.8";"100";"Ветер, дующий с востока";"6";"";"Слабый(ая)(ые) снег";"Снег";"Сплошная (100%) 120 м";"2.3";"-1.0";
"04.11.2024 04:30";"-1.0";"730.5";"747.8";"100";"Ветер, дующий с востока";"5";"";"Снег";"";"Разорванная (60-90%) 120 м, сплошная (100%) 990 м";"1.9";"-1.0";
"04.11.2024 04:11";"-1.0";"730.5";"747.8";"100";"Ветер, дующий с востока";"5";"";"Снег";"";"Разорванная (60-90%) 120 м, сплошная (100%) 900 м";"1.5";"-1.0";
"04.11.2024 04:00";"-1.0";"730.5";"747.8";"100";"Ветер, дующий с востока";"5";"";"Снег";"";"Разорванная (60-90%) 90 м, сплошная (100%) 780 м";"1.4";"-1.0";
"04.11.2024 03:30";"-1.0";"730.5";"747.8";"100";"Ветер, дующий с востоко-юго-востока";"5";"";"Снег";"";"Разорванная (60-90%) 120 м, сплошная (100%) 630 м";"1.3";"-1.0";
"04.11.2024 03:03";"0.0";"731.2";"748.5";"93";"Ветер, дующий с востоко-юго-востока";"4";"";"Снег";"";"Сплошная (100%) 150 м";"1.4";"-1.0";
"04.11.2024 03:00";"0.0";"731.2";"748.5";"93";"Ветер, дующий с юго-востока";"4";"";"Снег";"";"Сплошная (100%) 150 м";"1.5";"-1.0";
"04.11.2024 02:58";"0.0";"731.2";"748.5";"93";"Ветер, дующий с юго-востока";"4";"";"Снег";"";"Сплошная (100%) 180 м";"1.4";"-1.0";
"04.11.2024 02:35";"0.0";"731.2";"748.5";"93";"Ветер, дующий с юго-востока";"4";"";"Снег";"";"Сплошная (100%) 150 м";"2.0";"-1.0";
"04.11.2024 02:30";"0.0";"731.2";"748.5";"93";"Ветер, дующий с юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 180 м";"2.3";"-1.0";
"04.11.2024 02:00";"0.0";"732.0";"749.3";"93";"Ветер, дующий с юго-востока";"5";"";"Слабый(ая)(ые) снег";"Снег";"Разорванная (60-90%) 150 м, сплошная (100%) 510 м";"2.1";"-1.0";
"04.11.2024 01:47";"0.0";"732.0";"749.3";"93";"Ветер, дующий с юго-востока";"4";"";"Снег";"";"Разорванная (60-90%) 120 м, сплошная (100%) 750 м";"1.7";"-1.0";
"04.11.2024 01:30";"0.0";"732.8";"750.1";"93";"Ветер, дующий с юго-юго-востока";"4";"";"Снег";"";"Разорванная (60-90%) 180 м, сплошная (100%) 750 м";"1.4";"-1.0";
"04.11.2024 01:29";"0.0";"732.8";"750.1";"93";"Ветер, дующий с юго-юго-востока";"4";"";"Снег";"";"Разорванная (60-90%) 180 м, сплошная (100%) 750 м";"1.4";"-1.0";
"04.11.2024 01:00";"0.0";"732.8";"750.1";"93";"Ветер, дующий с юго-юго-востока";"4";"";"Снег";"";"Разорванная (60-90%) 150 м, сплошная (100%) 750 м";"1.9";"-1.0";
"04.11.2024 00:53";"-1.0";"732.7";"750.1";"100";"Ветер, дующий с юго-юго-востока";"4";"";"Снег";"";"Разорванная (60-90%) 150 м, сплошная (100%) 810 м";"2.0";"-1.0";
"04.11.2024 00:30";"-1.0";"733.4";"750.8";"93";"Ветер, дующий с юго-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 810 м";"2.8";"-2.0";
"04.11.2024 00:29";"-1.0";"733.4";"750.8";"93";"Ветер, дующий с юго-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 810 м";"2.9";"-2.0";
"04.11.2024 00:23";"-1.0";"733.4";"750.8";"93";"Ветер, дующий с юго-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 810 м";"3.2";"-2.0";
"04.11.2024 00:00";"-1.0";"734.2";"751.6";"93";"Ветер, дующий с юга";"4";"";"Слабый(ая)(ые) снег";"Снег";"Разорванная (60-90%) 150 м, сплошная (100%) 810 м";"2.9";"-2.0";
"03.11.2024 23:37";"-1.0";"734.2";"751.6";"93";"Ветер, дующий с юга";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 900 м";"2.9";"-2.0";
"03.11.2024 23:30";"-1.0";"734.8";"752.3";"93";"Ветер, дующий с юга";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"3.4";"-2.0";
"03.11.2024 23:22";"-1.0";"734.8";"752.3";"93";"Ветер, дующий с юга";"4";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 810 м";"3.0";"-2.0";
"03.11.2024 23:00";"-1.0";"735.6";"753.1";"93";"Ветер, дующий с юга";"4";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м, сплошная (100%) 810 м";"2.2";"-2.0";
"03.11.2024 22:49";"-1.0";"735.6";"753.1";"93";"Ветер, дующий с юга";"4";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 240 м, сплошная (100%) 900 м";"2.8";"-2.0";
"03.11.2024 22:30";"-1.0";"736.4";"753.9";"93";"Ветер, дующий с юга";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 240 м";"4.6";"-2.0";
"03.11.2024 22:29";"-1.0";"736.4";"753.9";"93";"Ветер, дующий с юга";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 240 м";"4.7";"-2.0";
"03.11.2024 22:00";"-1.0";"736.4";"753.9";"93";"Ветер, дующий с юга";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 300 м";"9.0";"-2.0";
"03.11.2024 21:54";"-1.0";"737.1";"754.6";"93";"Ветер, дующий с юга";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 240 м";"9.0";"-2.0";
"03.11.2024 21:30";"-1.0";"737.1";"754.6";"93";"Ветер, дующий с юго-юго-запада";"5";"";"Слабый(ая)(ые) снег";"Снег";"Разорванная (60-90%) 210 м";"4.0";"-2.0";
"03.11.2024 21:23";"-1.0";"737.1";"754.6";"93";"Ветер, дующий с юго-юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м";"4.5";"-2.0";
"03.11.2024 21:06";"-1.0";"737.9";"755.4";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 300 м";"2.8";"-2.0";
"03.11.2024 21:00";"-1.0";"737.9";"755.4";"93";"Ветер, дующий с юго-юго-запада";"5";"";"Снег";"";"Рассеянная (40-50%) 240 м";"4.3";"-2.0";
"03.11.2024 20:58";"-1.0";"737.9";"755.4";"93";"Ветер, дующий с юго-юго-запада";"5";"";"Снег";"";"Рассеянная (40-50%) 240 м";"4.0";"-2.0";
"03.11.2024 20:41";"0.0";"737.9";"755.4";"80";"Ветер, дующий с юго-юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 390 м";"4.6";"-3.0";
"03.11.2024 20:30";"0.0";"738.7";"756.2";"80";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 390 м";"9.0";"-3.0";
"03.11.2024 20:00";"0.0";"738.7";"756.2";"75";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 810 м";"10.0 и более";"-4.0";
"03.11.2024 19:30";"0.0";"739.4";"756.9";"75";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 1230 м, кучево-дождевые облака";"10.0 и более";"-4.0";
"03.11.2024 19:00";"0.0";"740.2";"757.7";"75";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Рассеянная (40-50%) 990 м";"10.0 и более";"-4.0";
"03.11.2024 18:30";"0.0";"740.2";"757.7";"75";"Ветер, дующий с юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"03.11.2024 18:00";"0.0";"740.7";"758.2";"75";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Рассеянная (40-50%) 1140 м";"10.0 и более";"-4.0";
"03.11.2024 17:30";"0.0";"740.7";"758.2";"69";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"03.11.2024 17:00";"0.0";"740.7";"758.2";"75";"Ветер, дующий с запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"03.11.2024 16:30";"1.0";"740.7";"758.2";"70";"Ветер, дующий с запада";"7";"";"";"";"Разорванная (60-90%) 750 м, кучево-дождевые облака";"10.0 и более";"-4.0";
"03.11.2024 16:00";"1.0";"741.5";"759.0";"70";"Ветер, дующий с запада";"7";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 750 м, кучево-дождевые облака";"10.0 и более";"-4.0";
"03.11.2024 15:30";"1.0";"741.5";"759.0";"70";"Ветер, дующий с запада";"6";"";"";"";"Разорванная (60-90%) 1410 м, кучево-дождевые облака";"10.0 и более";"-4.0";
"03.11.2024 15:00";"1.0";"741.5";"759.0";"70";"Ветер, дующий с запада";"6";"";"";"";"Разорванная (60-90%) 840 м";"10.0 и более";"-4.0";
"03.11.2024 14:30";"1.0";"741.5";"759.0";"70";"Ветер, дующий с запада";"7";"";"";"";"Разорванная (60-90%) 1290 м";"10.0 и более";"-4.0";
"03.11.2024 14:00";"1.0";"741.5";"759.0";"70";"Ветер, дующий с запада";"7";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-4.0";
"03.11.2024 13:30";"1.0";"741.5";"759.0";"70";"Ветер, дующий с запада";"6";"12";"";"";"Разорванная (60-90%) 1320 м";"10.0 и более";"-4.0";
"03.11.2024 13:00";"0.0";"741.5";"759.0";"80";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 660 м";"10.0 и более";"-3.0";
"03.11.2024 12:30";"0.0";"741.5";"759.0";"80";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Рассеянная (40-50%) 300 м, разорванная (60-90%) 1380 м, кучево-дождевые облака";"8.0";"-3.0";
"03.11.2024 12:22";"0.0";"741.5";"759.0";"75";"Ветер, дующий с запада";"7";"";"Снег";"";"Разорванная (60-90%) 660 м";"8.0";"-4.0";
"03.11.2024 12:00";"0.0";"741.5";"759.0";"80";"Ветер, дующий с запада";"7";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 630 м";"9.0";"-3.0";
